department,temp_avg_slope_decade,extreme_heat_slope_decade,precip_slope_decade,mean_yield,coef_temp,coef_precip,coef_extreme_heat,impact_temp_decade,impact_heat_decade,impact_precip_decade,impact_total_decade,impact_pct_decade
Hautes_pyrenees,0.4966857503442047,0.0,-2.3366609478613828e-05,4.500135151515152,-0.27366682967922845,-35.17197913779365,0.0,-0.13592641464354724,0.0,0.0008218499011027769,-0.13510456474244445,-3.0022334928531214
Charente_Maritime,0.4579575559034604,0.3943850267379453,0.00019389050757451245,5.373243360881543,-0.2524320891461195,-70.21486580533825,0.03490862250418479,-0.1156031825769613,0.013767438019697757,-0.013613995970273312,-0.11544974052753684,-2.1486043488749775
Haute_Garonne,0.5130286203986046,0.7118983957219245,-0.0001366576242115925,4.604706666666667,-0.2602345187058216,-79.46441695080455,0.015779811942725624,-0.13350775611174254,0.011233622806820037,0.01085941842985635,-0.11141471487506614,-2.4195833294136606
Charente,0.5035073680673576,0.658422459893019,-0.0002514597549561392,4.878688287975295,-0.3187149307575644,-88.87636645999035,0.04528778650886858,-0.1604753159495114,0.02981849579627913,0.022348829331421204,-0.10830799082181106,-2.2200227690045757
Gironde,0.4338695690593525,0.6016042780748394,0.0004457235759631938,4.348201192533703,-0.2804324528212795,-30.409612885073052,0.04760959639265255,-0.12167110745582572,0.02864213686723622,-0.013554281398791175,-0.1065832519873807,-2.451203319901453
Aude,0.5419514555344488,0.6383689839572115,-0.0002112599739675095,4.276951515151515,-0.09845428032445983,-24.346901481940375,-0.06022021428817511,-0.053357440525437644,-0.0384427170088279,0.005143525773264242,-0.0866566317610013,-2.0261307955914813
Ariege,0.5371772222977736,0.0,-0.00035162377644342476,4.285499393939394,-0.15945213177187614,-20.85776580428335,0.0,-0.08565405323467501,0.0,0.007334086380274638,-0.07831996685440037,-1.8275575295883004
Gers,0.48932203315794565,1.1664438502673486,-0.00017347924266863476,4.597813636363636,-0.20590173945854048,-34.980762951853336,0.016272487663151158,-0.10075225778261063,0.018980943163233968,0.0060684362648585535,-0.07570287835451811,-1.646497321156991
Lot_et_Garonne,0.4855514465168712,1.136363636363591,-4.9016221468754996e-05,4.785155454545456,-0.19355826681506996,-63.56589923663518,0.013611468454428339,-0.09398249643735573,0.015467577789122494,0.0031157601948434742,-0.07539915845338976,-1.5756887977749503
Dordogne,0.5064918778159295,0.772058823529403,-0.0005065889799977411,4.13725696969697,-0.21558644132184043,-25.724430581024627,0.027763913647224917,-0.10919278149675267,0.021435374507048407,0.013031713049063965,-0.0747256939406403,-1.8061651593788606
Lot,0.5225095838148857,0.2673796791443909,-0.000469226069203045,4.04243747968057,-0.16005545992769973,4.108651619678162,0.07211045450792096,-0.08363051175412249,0.019280870189284104,-0.0019278864492263082,-0.0662775280140647,-1.6395436750032775
Orne,0.4599194730666731,-0.07018716577541917,-0.0004959480375061032,6.254931176021583,-0.1143747607368974,-2.8837248235610566,0.2042694840997155,-0.052603179690240656,-0.014337096143366082,0.0014301776669527397,-0.065510098166654,-1.0473352355624377
Creuse,0.4631030846406946,-0.030080213903739012,-0.0006169466616804775,4.180406166583872,-0.10803779618789683,12.151270521060805,0.1223072514486666,-0.0500326366723977,-0.003679028285554284,-0.00749668578314486,-0.06120835074109684,-1.4641723388116339
Essonne,0.46830336677835566,0.3241978609625479,-3.61690296477646e-05,6.345362424242424,-0.16270091765908531,-312.90869776274576,0.02803610953115957,-0.07619338751767767,0.009089246739713635,0.011317603966424165,-0.055786536811539875,-0.8791702204181073
Savoie,0.49303568700417383,0.0,-3.804692395905684e-05,4.984383353457251,-0.10373596860477098,-30.321299136188593,0.0,-0.05114553454809667,0.0,0.0011536321625743833,-0.049991902385522285,-1.002970655353928
Haute_Vienne,0.482883797609858,0.0835561497326246,-0.0008414542510418111,4.209486969696969,-0.12482839300232514,-7.722660583296159,0.13103256602295535,-0.060277608462498584,0.010948576706464075,0.006498265577167586,-0.04283076617886692,-1.017481856748691
Morbihan,0.423881178871183,-0.13034759358289721,8.667634307029812e-06,5.753426355683666,-0.09858049093763344,-76.4483438338915,-0.001945119707062562,-0.04178641471234403,0.00025354167304627494,-0.000662626287730249,-0.042195499327028006,-0.7333977480279056
Correze,0.4846505685285981,-0.066844919786094,-0.0013243293459402456,3.918832433330737,-0.0890360318715885,-6.716728642169082,0.01123957939165696,-0.043151363466095743,-0.0007513087828647446,0.008895160849541894,-0.035007511399418594,-0.8933148327973959
Landes,0.41637822587220996,0.6483957219250903,0.00020086179788720272,4.47894606060606,-0.19167329587788995,5.203457420220764,0.0678511443122137,-0.079808586884715,0.04399439169976129,0.0010451758126550485,-0.034769019372298655,-0.7762768048962383
Allier,0.5024118123844868,0.15040106951872206,-0.0006193014572717996,4.794422424242424,-0.0033698102092855945,70.56800474177797,0.0917411037626653,-0.0016930324546389223,0.013797960124732918,-0.04370286817334636,-0.03159794050325236,-0.6590562471817492
Finistere,0.3795916957651112,-0.026737967914437007,0.0001611063281138991,5.713985987022367,-0.0514141040538936,-31.12373378521137,0.159474369062252,-0.01951636694406135,-0.00426402056316158,-0.00501423046732991,-0.02879461797455284,-0.5039322469455003
Isere,0.4903805829624339,0.0,-0.00014450639189980983,4.9307911996251175,-0.059376201374586865,-7.8314387406455195,0.0,-0.029116936244164778,0.0,0.0011316929557950747,-0.027985243288369703,-0.5675609076794286
Bouches_du_Rhone,0.5366555955958128,2.0153743315507535,1.927954533866612e-05,3.1923890749601274,0.01626992179955372,83.88186340628718,-0.018170671511141108,0.0087313445736368,-0.03662070495059433,0.0016172041886333122,-0.026272156188324215,-0.8229622258261973
Deux_Sevres,0.4717836214259211,0.5581550802138674,1.1427706184707584e-05,5.220696017316017,-0.05806352818854912,-25.92105038461195,0.005107373034342123,-0.027393421601559755,0.002850706205665371,-0.00029621814779434686,-0.02483893354368873,-0.47577820009636446
Pyrenees_Orientales,0.513129224751708,0.05347593582887557,0.00019914508121150938,2.2423845747800586,-0.08411973199156986,-6.408050841353126,0.41808354223625366,-0.043164292863155686,0.022357408675734887,-0.0012761318052087493,-0.022083015992629546,-0.9848005663700898
Manche,0.43459729077342935,-0.1136363636363836,-0.0006063726455480846,5.442496363636363,-0.06773184493605544,-30.351606170592163,0.08779513405221054,-0.029436076308295714,-0.009976719778662041,0.01840438373029554,-0.021008412356662218,-0.38600691581584456
Loire_Atlantique,0.4521792043338988,0.5581550802138531,4.97396928905866e-05,5.041073246753246,0.0773809285443392,-50.43748727922622,-0.0910409693287911,0.03499004669979758,-0.05081497953845834,-0.0025087451274415805,-0.018333677966102337,-0.36368600630650083
Tarn,0.5170737294589652,0.040106951871661,-0.0002479378599673231,4.550847395457825,-0.012896108381363654,24.781398352249045,-0.004760189450830606,-0.0066682388562587245,-0.00019091668920445153,-0.006144246874454375,-0.013003402419917551,-0.2857358485124369
Indre,0.49507595957280404,0.46122994652403493,-0.000651589830413436,5.617742211400706,-0.0203834846000509,31.629995864150374,0.03868191719671953,-0.010091373197807674,0.017841258600090098,-0.020609783641099423,-0.012859898238816999,-0.22891577710203548
Eure_et_Loir,0.46674178245869524,0.2540106951871301,-0.00017054858654832306,7.065704680525599,-0.04113919579164477,1.6859985029737992,0.03013472190349385,-0.019201381572709533,0.007654541659977309,-0.0002875446616047701,-0.011834384574336995,-0.1674905067424452
Ille_et_Vilaine,0.4655802632398006,0.4645721925133385,-0.00033392966849438014,5.63677257315523,0.032931847418084186,-16.447357286743323,-0.06805463601119248,0.015332418189884584,-0.03161629146241689,0.005492260566370825,-0.010791612706161479,-0.19145020605507213
Gard,0.5057743143907716,0.6216577540106845,9.668002528874368e-05,3.4726061904761907,0.04981809919732644,32.0481223663707,-0.06060235609636991,0.025196714965779226,-0.03767392457862503,0.003098413280837471,-0.009378796332008332,-0.2700794682025905
Indre_et_Loire,0.48924571052590626,0.58823529411761,-0.0002420856399501205,5.379312121212122,-0.032386571640395274,-19.276750276498248,0.003936131219183377,-0.015844991253703353,0.0023153713054018406,0.00466662442684474,-0.00886299552145677,-0.16476075977275081
Oise,0.46239607793123405,0.0835561497325994,-0.00042133292252999235,7.194765597863709,-0.04806867475432592,-29.524753549973738,0.028476872729226763,-0.022226766677752433,0.002379417841679448,0.012439750700188202,-0.007407598135884782,-0.10295815805429807
Cotes_d_Armor,0.4010945622296128,0.026737967914430394,-0.00014598092890994287,5.894778063318876,-0.015208301982691382,-12.243791363730688,-0.1063711947267169,-0.006099967226003353,-0.002844149591622584,0.001787360036656942,-0.0071567567809689946,-0.12140841782497236
Haute_Marne,0.4970276228246745,0.2840909090909074,-0.0010139664247840819,5.376394242424242,0.08308869971825752,47.338681330113374,-0.000831487445891365,0.041297378904558736,-0.00023621802440095454,-0.047999833462288026,-0.006938672582130244,-0.12905810603281884
Vienne,0.48748284100209904,0.5581550802138678,-0.000310806441743315,5.3178712121212115,-0.013653969699545403,30.309083904003113,0.018363598513716453,-0.0066560759400909695,0.010249735801438672,-0.00942025852070279,-0.00582659865935509,-0.10956637396697982
Cher,0.5004232994375253,0.39438502673795145,-0.0007195458473527701,5.675224848484849,0.013196913579168962,54.03265120652307,0.07429857066593731,0.006604043035679613,0.029302243778677264,-0.03887896979711432,-0.0029726829827574387,-0.05238000364956597
Alpes_Maritimes,0.5388714875129332,0.0,-0.0002700262198742173,3.1725545454545454,0.00011767174391896872,-3.331372062555939,0.0,6.340994768385563e-05,0.0,0.0008995578050465547,0.0009629677527304103,0.030353071599985428
Loiret,0.4809986078802787,0.3709893048128021,-0.00032851016640728586,5.990805151515151,-0.011292204977246785,-2.2100608437195324,0.01596833795796708,-0.005431534873954458,0.005924082598042087,0.0007260274555405302,0.001218575179628159,0.02034075802515403
Loir_et_Cher,0.482809027248513,0.34759358288767095,-0.0001857712065531835,5.963014848484849,-0.018417510317526222,-24.25223400469098,0.02315520714911441,-0.008892140240744287,0.00804860141546689,0.004505366772661589,0.0036618279473841922,0.061409002667746695
Alpes_de_Haute_Provence,0.5421396436538171,0.0,-0.00019168230968917173,3.680187272727273,0.03316267705988781,65.71117025033662,0.0,0.01797880192385419,0.0,-0.012595668885962912,0.005383133037891279,0.14627334532087563
Eure,0.45883027308763535,0.09024064171120383,-0.00029778990142521547,7.050937025426174,0.01386622934768797,14.516922674055643,0.05290528241819718,0.006362245798295455,0.004774206635330583,-0.004322992972104505,0.006813459461521533,0.0966319715656475
Loire,0.48428024837676453,-0.11029411764705462,-0.00021494506207109387,4.548261893920187,0.031967002420863075,6.367624018548524,0.056634783312270065,0.015480987872236203,-0.00624648345355896,-0.0013686893399123005,0.007865815078764942,0.17294112041523904
Calvados,0.439813127492188,0.016711229946518122,-0.00036995034331184165,6.6943593939393935,0.04389148360271474,33.526391037037136,0.10260740732737435,0.019304050673582058,0.0017146959780638012,-0.012403099874158939,0.00861564677748692,0.12870009317526224
Meuse,0.4731572407452094,0.23395721925133806,-0.0013256286125241114,5.724695454545454,-0.04075204946366377,-15.264453484869279,0.040551133156560705,-0.01928212727893944,0.009487230350799677,0.0202349962940861,0.010440099365946337,0.18236951552866998
Somme,0.4479297278398997,0.07018716577540325,-0.0001725150296529042,7.38196678789537,0.029859017710716577,-7.626636170824766,-0.003963140136375377,0.013374741676728022,-0.0002781615737429328,0.0013157093651617463,0.014412289468146836,0.19523644419234568
Haute_Savoie,0.5002429906059631,0.0,-9.917660322498666e-05,5.202226005509642,0.04623815981866496,60.041811690770146,0.0,0.02313031534780544,0.0,-0.005954742934964876,0.017175572412840564,0.3301581360488766
Hautes_Alpes,0.47766294031537565,0.0,-7.294468895408563e-06,3.7819088272973644,0.0407780825559879,67.50452102558619,0.0,0.01947817881411631,0.0,-0.0004924096289205918,0.01898576918519572,0.5020155178823644
Aisne,0.4691962762312344,0.3241978609625372,-0.000619370444244445,6.9663038827527615,0.038039620723521045,-7.423008554579069,-0.006038213782305457,0.01784804839272457,-0.0019575759922579408,0.004597592106079954,0.020488064506546583,0.2941023654921388
Tarn_et_Garonne,0.5365619525552303,1.1731283422459629,-0.00016579539097973716,4.354591729702636,0.014777239797350185,7.885801681443198,0.01380722375016565,0.00792890463904307,0.016197645509050916,-0.0013074295729635437,0.02281912057513044,0.5240243400886792
Rhone,0.5209431992495019,0.36430481283422356,-0.0004944377479188012,5.194373569603087,0.08272392444537384,23.12395328800136,-0.021807697518307675,0.04309446585504713,-0.00794464916275244,-0.011433355386698952,0.023716461305595737,0.45657981636865524
Sarthe,0.47714897974288245,0.3074866310160127,-0.00034373619638497884,5.392406060606062,0.04637539659441118,-5.708879969677551,0.004870975408855508,0.02212797317019484,0.0014977598182308253,0.0019623486863953547,0.025588081674821017,0.47452067569156925
Cantal,0.4812865923432638,0.0,-0.0008337771119101341,3.990554929815049,0.039836671448896,-8.211149759046387,0.0,0.019172855851937346,0.0,0.0068462687315592905,0.026019124583496638,0.6520177028286778
Yvelines,0.46907297748931587,0.23061497326200137,7.895822512284803e-06,6.585381212121212,0.057610577351287086,-47.10504596711989,0.009075288150893458,0.027023565053046778,0.0020928973342632527,-0.0003719330823893957,0.028744529304920635,0.436489982569464
Pas_de_Calais,0.4614811625710017,0.14037433155078552,-0.0002760267169040185,7.362631079820157,0.06052967312082586,-12.855731378107055,-0.01785001402840954,0.027933303921841433,-0.0025056837874101335,0.0035485253256988636,0.028976145460130165,0.3935569383552211
Vendee,0.4405433736382832,0.27740641711225694,0.0001861962858951142,5.293632424242425,0.08859021086694281,24.875827451577248,-0.04651492333232427,0.039027830366649884,-0.0129035382238714,0.004631786680051407,0.030756078822829894,0.5810014061796407
Ardennes,0.4673825164529637,0.36430481283422256,-0.0005241930886310996,6.417703030303031,-0.000654252387288254,-51.23179128822912,0.017879017813732027,-0.0003057861271661432,0.006513412238291377,0.026855350911480683,0.03306297702260592,0.5151839663893696
Mayenne,0.4889661328677685,0.3409090909090653,-0.00032690067633605306,5.694900280103535,0.09742300751240697,-3.1984920224049294,-0.03582590708301971,0.047636551235689197,-0.012213377414664894,0.0010455892053796417,0.03646876302640395,0.6403757964615483
Drome,0.5119666090623465,0.0,-0.00037267193121003994,4.508731212121212,0.08424732994329857,15.986659911558556,0.0,0.04313181983362726,0.0,-0.005957779422838654,0.0371740404107886,0.8244900541165642
Meurthe_et_Moselle,0.49216670785994815,0.2406417112299494,-0.0009100848869893419,5.724838484848485,0.03553965013553532,-12.939555160115273,0.04349152144067477,0.01749143260570078,0.010465874143478012,0.011776093595585863,0.039733400344764656,0.6940527745878624
Cote_d_Or,0.5091134940876583,0.23395721925133592,-0.0014423249590703145,5.497444132097677,0.20788289613243147,32.86627638824602,-0.0712744612628726,0.10583598761104393,-0.016675174760698734,-0.047403850746470584,0.04175696210387461,0.7595704676664223
Yonne,0.4955674205871705,0.42446524064168906,-0.0009133985090531997,5.7574358874642755,0.1958370449034661,47.70179127856001,-0.01750361237867279,0.09705045919822458,-0.007429675040412193,-0.043570745033003636,0.046050039124808755,0.7998358996072189
Saone_et_Loire,0.5222091540933187,0.4846256684491963,-0.00110406971120716,5.0884932674948455,0.23473039899841444,32.57464751160107,-0.078108405250812,0.12257836310094919,-0.03785333810617548,-0.03596468167080843,0.048760343323965276,0.9582471816450068
Seine_et_Marne,0.4668303447611073,0.27406417112297377,-8.755231934180283e-05,6.596338181818182,0.09257197112164153,-61.854392414049656,0.0069043986134251474,0.04321540519393118,0.0018922482830909723,0.005415495517328062,0.05052314899435022,0.7659272099421722
Moselle,0.5069414275215184,0.28409090909091,-0.0009277122631235488,5.654754545454545,0.03988845480906328,-30.364916272919057,0.011354327037239683,0.020221110222534113,0.0032256610901249204,0.028169905195106815,0.05161667650776585,0.9128013619840817
Haut_Rhin,0.5130457463748885,1.0791286684885418e-15,-0.00034378621217365826,5.536944123774511,0.1699557489046989,102.45283370669858,0.08895372879524038,0.08719507404751439,9.599251891189861e-17,-0.0352218716264836,0.05197320242103089,0.9386622161829039
Ardeche,0.4910100335105743,0.0,-0.00020496432674434244,3.470667057360422,0.12168415453536947,33.85901259076336,0.0,0.05974814079611767,0.0,-0.006939889719894027,0.052808251076223646,1.5215591182746981
Puy_de_Dome,0.47718432816591005,-0.066844919786094,-0.0004966075240788594,5.320263035519597,0.19299053839226143,93.10233056821599,-0.12368602525907142,0.09209206040508855,0.008267782437103426,-0.04623531786945326,0.054124524972738716,1.0173279894506704
Marne,0.4789179850389519,0.4211229946523795,-0.0011528234456959013,6.965265410199557,0.17584256242500124,28.98643308352216,0.00891796157662324,0.08421416568066771,0.003755558685342435,-0.03341623966577969,0.054553484700230456,0.7832219088212389
Territoire_de_Belfort,0.5086594883770791,0.08355614973261974,-0.00036092277633070356,5.25538254172098,0.022651421487564518,-64.59896021569051,0.26762645408678903,0.011521860464878143,0.022361836070085826,0.023315236069123686,0.05719893260408765,1.088387613080526
Aube,0.4954392897253893,0.5748663101604036,-0.0004643361618926349,6.739084848484848,0.2682709277914131,130.90421541377668,-0.02545398516174559,0.13291195791894891,-0.014632638528810351,-0.060783560960799767,0.0574957584293388,0.8531686382056104
Nord,0.46951553719565264,0.20721925133687938,-0.0004731487970858578,7.169053284193284,0.14039998513111251,-7.736903427446186,-0.03510310131755174,0.06591997444109593,-0.007274038374625696,0.0036607065498656132,0.062306642616335846,0.8691055868382637
Nievre,0.5133216680689817,0.3442513368983875,-0.000902064195037215,5.5207828994261545,0.3194825778032676,120.9371642509283,0.021625551150297174,0.16399732975695155,0.007444624894654263,-0.10909308572009709,0.06234886893150873,1.1293483201085384
Maine_et_Loire,0.469457459322257,0.6383689839571818,-0.00011894750448665815,5.222156326563508,0.16372590034234066,9.908358741640148,-0.02046573819288103,0.0768623451999643,-0.013064692496123154,-0.00117857454587666,0.06261907815796447,1.1991038613578153
Pyrenees_Atlantiques,0.4510014962384887,0.20387700534759046,0.0001056974487290068,4.563795151515151,0.03837110693084012,18.012421816313452,0.2349636809949387,0.01730542663813594,0.047903691646694654,0.0019038670314150345,0.06711298531624563,1.4705520972816788
Vosges,0.503528162757335,0.10026737967914393,-0.001128111551341416,5.306040849233072,0.22599017523340645,42.07265360913266,0.01270708803236157,0.11379241773648535,0.0012741064203571034,-0.04746264653204867,0.06760387762479378,1.2740926718377066
Lozere,0.48850463992133064,0.0,5.728681883056753e-05,3.0002066666666667,0.13996413533836852,10.111623647237451,0.0,0.0683731295353701,0.0,0.0005792627519621744,0.06895239228733227,2.298254752028158
Aveyron,0.5056481214767992,-0.066844919786094,-0.0006004270255804318,4.164712476943347,0.14158971806073986,10.993457967730842,-0.11498286898474526,0.07159457495784273,0.007686020654060252,-0.0066007692684081284,0.07267982634349486,1.7451343098920855
Bas_Rhin,0.5145024169575012,0.31417112299464967,-0.0006239029144952761,5.512023996454394,0.19366624744683794,4.825090134492029,-0.06630747341765161,0.09964175239448762,-0.02083189338656149,-0.003010387797611981,0.07579947121031416,1.3751658421493107
Seine_Maritime,0.4347389968321149,-0.010026737967918876,-0.00029241430876962424,7.199755377523302,0.22678396007642074,64.04980955915221,0.019449932586155242,0.09859183130123755,-0.00019501937753506535,-0.018729080789065565,0.07966773113463692,1.1065338606273927
Ain,0.5159551415213817,0.08355614973262146,-0.0004894565713073791,5.311351772534786,0.2321122011646728,22.374717992554455,-0.24000119376191928,0.11975948360075817,-0.02005357568197882,-0.010951452752605229,0.08875445516617411,1.6710332692541092
Haute_Loire,0.4792521917883618,0.0,-0.0002741768898910254,4.198319271329649,0.23090697675440977,74.11467774208208,0.0,0.1106626747087752,0.0,-0.020320531838599668,0.09034214287017553,2.1518645208124747
Haute_Saone,0.5164248707460122,0.3308823529411735,-0.0006280305146682799,5.400842536874013,0.2611881668694731,57.97639692367378,-0.02075422982263481,0.1348840653159555,-0.006867208397195281,-0.03641094639858732,0.0916059105201729,1.6961411093683554
Herault,0.497673188938802,0.287433155080209,0.0001784224053197857,3.3546069107179175,0.3575758430261371,60.549816983772196,-0.31032763778625433,0.17795591008629813,-0.08919845203749137,0.010803443987917447,0.0995609020367242,2.9678857966526166
Vaucluse,0.5299312163164138,1.0661764705882188,-1.9783266498753146e-05,3.659312027972028,0.22465135169404696,147.24607682704726,-0.0005198025836046683,0.11904976405035275,-0.0005542012839902628,-0.0029130083787653562,0.11558255438759713,3.158587010456509
Jura,0.524333189515498,0.013368983957220814,-0.0010081202340844982,5.116112868117797,0.33240186071597516,50.162257379314084,-0.1827260548750744,0.17428932783009357,-0.0024428616961911197,-0.05056958665144096,0.12127687948246149,2.3704887403525734
Doubs,0.48932743263753753,0.0,-0.0008376062857634413,4.77708522154498,0.2940184251921039,16.89231365262409,0.0,0.1438712811473841,0.0,-0.014149108096525535,0.12972217305085856,2.7155088727704233
Var,0.5105771929184904,0.1336898395721903,-0.00040439474533359435,3.6511884279075857,0.3107492713764958,94.28508635350863,0.1019818253516498,0.1586614906808774,0.013633933870541192,-0.038128393484683075,0.1341670310667355,3.674612628623596
